dualband,refurb_new,hnd_price,phones,models,hnd_webcap,Customer_ID
T,R,129.9899902,7,4,WCMB,1063775
Y,N,129.9899902,1,1,WCMB,1063776
Y,N,149.9899902,1,1,WCMB,1063777
Y,N,149.9899902,1,1,WCMB,1063778
Y,N,129.9899902,1,1,WCMB,1063779
Y,N,149.9899902,2,1,WCMB,1063780
N,N,59.98999023,5,2,WC,1063781
Y,N,149.9899902,1,1,WCMB,1063782
Y,N,149.9899902,5,3,WCMB,1063783
Y,N,149.9899902,1,1,WCMB,1063784
Y,N,149.9899902,1,1,WCMB,1063785
Y,N,59.98999023,1,1,WCMB,1063786
Y,R,39.98999023,1,1,WCMB,1063787
Y,N,129.9899902,3,3,WCMB,1063788
Y,N,149.9899902,1,1,WCMB,1063789
Y,N,79.98999023,1,1,WCMB,1063790
Y,N,59.98999023,1,1,WCMB,1063791
Y,N,149.9899902,2,1,WCMB,1063792
Y,N,129.9899902,1,1,WCMB,1063793
Y,N,29.98999023,1,1,NA,1063794
Y,N,59.98999023,2,1,WCMB,1063795
Y,N,29.98999023,1,1,WC,1063796
Y,N,199.9899902,1,1,WCMB,1063797
Y,N,79.98999023,1,1,WCMB,1063798
Y,R,29.98999023,5,3,WCMB,1063799
Y,N,199.9899902,1,1,WCMB,1063800
N,R,79.98999023,3,2,WCMB,1063801
Y,R,29.98999023,2,2,WCMB,1063802
Y,N,149.9899902,1,1,WCMB,1063803
Y,N,149.9899902,1,1,WCMB,1063804
Y,N,149.9899902,4,2,WCMB,1063805
Y,N,149.9899902,1,1,WCMB,1063806
Y,N,129.9899902,1,1,WCMB,1063807
Y,N,59.98999023,1,1,WCMB,1063808
Y,N,59.98999023,1,1,WCMB,1063809
Y,N,79.98999023,1,1,WCMB,1063810
N,N,129.9899902,4,3,WCMB,1063811
Y,N,149.9899902,1,1,WCMB,1063812
N,N,29.98999023,1,1,WC,1063813
N,R,9.989997864,1,1,WCMB,1063814
Y,N,149.9899902,1,1,WCMB,1063815
Y,N,59.98999023,1,1,WCMB,1063816
N,N,129.9899902,2,2,WCMB,1063817
Y,N,149.9899902,1,1,WCMB,1063818
Y,N,79.98999023,1,1,WCMB,1063819
Y,N,79.98999023,1,1,WCMB,1063820
Y,R,99.98999023,3,2,WCMB,1063821
Y,N,199.9899902,2,2,WCMB,1063822
Y,N,79.98999023,1,1,WCMB,1063823
Y,R,99.98999023,2,2,WCMB,1063824
Y,N,199.9899902,2,2,WCMB,1063825
N,N,29.98999023,1,1,NA,1063826
Y,N,59.98999023,1,1,WCMB,1063827
Y,N,199.9899902,1,1,WCMB,1063828
T,N,199.9899902,2,2,WCMB,1063829
Y,N,199.9899902,1,1,WCMB,1063830
Y,N,79.98999023,1,1,WCMB,1063831
Y,N,149.9899902,1,1,WCMB,1063832
Y,N,199.9899902,2,2,WCMB,1063833
Y,R,29.98999023,2,2,WCMB,1063834
Y,N,79.98999023,1,1,WCMB,1063835
Y,N,149.9899902,1,1,WCMB,1063836
Y,R,99.98999023,2,2,WCMB,1063837
Y,N,199.9899902,1,1,WCMB,1063838
N,N,,1,1,WC,1063839
Y,R,29.98999023,1,1,WCMB,1063840
Y,N,29.98999023,1,1,NA,1063841
Y,N,149.9899902,1,1,WCMB,1063842
Y,N,149.9899902,1,1,WCMB,1063843
Y,N,149.9899902,2,1,WCMB,1063844
Y,N,59.98999023,2,1,WCMB,1063845
N,N,29.98999023,1,1,NA,1063846
N,N,29.98999023,2,1,NA,1063847
Y,N,199.9899902,1,1,WCMB,1063848
Y,N,149.9899902,1,1,WCMB,1063849
Y,N,199.9899902,2,1,WCMB,1063850
Y,N,79.98999023,1,1,WCMB,1063851
Y,N,149.9899902,1,1,WCMB,1063852
Y,N,149.9899902,1,1,WCMB,1063853
Y,R,29.98999023,2,2,WCMB,1063854
N,N,129.9899902,1,1,WCMB,1063855
Y,N,149.9899902,2,2,WCMB,1063856
Y,N,149.9899902,3,3,WCMB,1063857
Y,N,59.98999023,1,1,WCMB,1063858
Y,N,149.9899902,1,1,WCMB,1063859
Y,N,79.98999023,1,1,WCMB,1063860
Y,N,199.9899902,1,1,WCMB,1063861
Y,N,149.9899902,1,1,WCMB,1063862
Y,N,79.98999023,1,1,WCMB,1063863
Y,N,199.9899902,1,1,WCMB,1063864
Y,N,199.9899902,1,1,WCMB,1063865
Y,N,199.9899902,2,2,WCMB,1063866
Y,N,29.98999023,1,1,WC,1063867
Y,N,199.9899902,1,1,WCMB,1063868
Y,R,99.98999023,3,2,WCMB,1063869
Y,R,99.98999023,2,2,WCMB,1063870
Y,N,149.9899902,1,1,WCMB,1063871
N,N,129.9899902,1,1,WCMB,1063872
Y,N,149.9899902,2,2,WCMB,1063873
Y,N,199.9899902,2,1,WCMB,1063874
Y,N,199.9899902,1,1,WCMB,1063875
Y,N,129.9899902,1,1,WCMB,1063876
Y,N,129.9899902,3,2,WCMB,1063877
Y,N,29.98999023,1,1,NA,1063878
Y,N,199.9899902,1,1,WCMB,1063879
Y,R,39.98999023,1,1,WCMB,1063880
N,N,29.98999023,1,1,WC,1063881
Y,N,79.98999023,1,1,WCMB,1063882
Y,R,29.98999023,2,2,WCMB,1063883
Y,R,9.989997864,3,2,NA,1063884
Y,N,149.9899902,1,1,WCMB,1063885
Y,N,149.9899902,2,2,WCMB,1063886
Y,N,29.98999023,1,1,WC,1063887
T,N,99.98999023,2,2,WCMB,1063888
Y,R,29.98999023,2,2,WCMB,1063889
Y,N,199.9899902,1,1,WCMB,1063890
Y,R,29.98999023,5,3,WCMB,1063891
N,R,9.989997864,1,1,WCMB,1063892
N,N,129.9899902,1,1,WCMB,1063893
Y,N,149.9899902,1,1,WCMB,1063894
N,N,129.9899902,7,4,WCMB,1063895
Y,N,129.9899902,1,1,WCMB,1063896
Y,N,149.9899902,1,1,WCMB,1063897
Y,N,149.9899902,2,1,WCMB,1063898
Y,N,79.98999023,1,1,WCMB,1063899
Y,N,79.98999023,1,1,WCMB,1063900
Y,R,99.98999023,2,2,WCMB,1063901
Y,N,59.98999023,1,1,WCMB,1063902
Y,N,149.9899902,1,1,WCMB,1063903
N,N,79.98999023,1,1,WC,1063904
Y,N,149.9899902,1,1,WCMB,1063905
Y,N,149.9899902,1,1,WCMB,1063906
Y,N,149.9899902,1,1,WCMB,1063907
Y,N,149.9899902,2,2,WCMB,1063908
Y,N,149.9899902,1,1,WCMB,1063909
N,R,9.989997864,1,1,WCMB,1063910
Y,N,79.98999023,2,1,WCMB,1063911
Y,N,149.9899902,1,1,WCMB,1063912
N,N,59.98999023,2,2,WC,1063913
Y,N,79.98999023,1,1,WCMB,1063914
Y,N,149.9899902,2,2,WCMB,1063915
Y,N,149.9899902,5,3,WCMB,1063916
Y,N,149.9899902,2,2,WCMB,1063917
Y,N,199.9899902,1,1,WCMB,1063918
Y,N,149.9899902,1,1,WCMB,1063919
Y,N,149.9899902,1,1,WCMB,1063920
Y,N,59.98999023,1,1,WCMB,1063921
Y,N,149.9899902,1,1,WCMB,1063922
Y,N,59.98999023,1,1,WCMB,1063923
Y,N,199.9899902,1,1,WCMB,1063924
Y,N,199.9899902,2,2,WCMB,1063925
N,N,29.98999023,1,1,WCMB,1063926
T,R,59.98999023,3,3,WCMB,1063927
Y,R,29.98999023,1,1,WCMB,1063928
Y,N,29.98999023,1,1,WC,1063929
Y,N,149.9899902,1,1,WCMB,1063930
Y,N,199.9899902,2,1,WCMB,1063931
Y,N,149.9899902,1,1,WCMB,1063932
T,N,99.98999023,3,3,WCMB,1063933
Y,N,99.98999023,1,1,WCMB,1063934
Y,N,199.9899902,1,1,WCMB,1063935
N,N,9.989997864,1,1,NA,1063936
Y,R,29.98999023,2,2,WCMB,1063937
Y,R,99.98999023,2,2,WCMB,1063938
Y,N,199.9899902,1,1,WCMB,1063939
N,N,29.98999023,1,1,NA,1063940
N,N,29.98999023,1,1,WC,1063941
Y,N,149.9899902,1,1,WCMB,1063942
Y,N,59.98999023,1,1,WCMB,1063943
Y,N,79.98999023,1,1,WCMB,1063944
Y,R,29.98999023,2,2,WCMB,1063945
Y,N,199.9899902,1,1,WCMB,1063946
Y,N,149.9899902,2,2,WCMB,1063947
Y,N,129.9899902,2,2,WCMB,1063948
Y,N,59.98999023,1,1,WCMB,1063949
Y,R,99.98999023,4,3,WCMB,1063950
Y,N,79.98999023,2,2,WCMB,1063951
Y,R,99.98999023,3,3,WCMB,1063952
Y,N,79.98999023,1,1,WCMB,1063953
Y,N,199.9899902,2,2,WCMB,1063954
Y,N,199.9899902,1,1,WCMB,1063955
Y,N,199.9899902,1,1,WCMB,1063956
Y,N,29.98999023,1,1,NA,1063957
N,N,29.98999023,2,1,WC,1063958
Y,N,79.98999023,1,1,WCMB,1063959
Y,R,79.98999023,3,2,WCMB,1063960
Y,N,199.9899902,3,2,WCMB,1063961
N,N,29.98999023,1,1,WCMB,1063962
Y,N,149.9899902,1,1,WCMB,1063963
T,N,199.9899902,3,3,WCMB,1063964
Y,N,149.9899902,1,1,WCMB,1063965
Y,N,149.9899902,1,1,WCMB,1063966
Y,N,59.98999023,1,1,WCMB,1063967
Y,N,79.98999023,1,1,WCMB,1063968
Y,N,199.9899902,1,1,WCMB,1063969
N,N,129.9899902,1,1,WCMB,1063970
Y,N,59.98999023,1,1,WCMB,1063971
Y,N,129.9899902,1,1,WCMB,1063972
N,N,129.9899902,1,1,WCMB,1063973
Y,N,129.9899902,2,1,WCMB,1063974
N,R,9.989997864,1,1,NA,1063975
Y,N,59.98999023,1,1,WCMB,1063976
Y,R,99.98999023,2,2,WCMB,1063977
Y,N,79.98999023,1,1,WCMB,1063978
Y,N,129.9899902,1,1,WCMB,1063979
Y,N,149.9899902,3,1,WCMB,1063980
Y,N,59.98999023,1,1,WCMB,1063981
Y,N,79.98999023,1,1,WCMB,1063982
Y,N,79.98999023,1,1,WCMB,1063983
T,N,99.98999023,2,2,WCMB,1063984
Y,N,149.9899902,1,1,WCMB,1063985
Y,N,149.9899902,1,1,WCMB,1063986
Y,N,149.9899902,1,1,WCMB,1063987
Y,N,149.9899902,1,1,WCMB,1063988
Y,N,79.98999023,1,1,WCMB,1063989
Y,N,199.9899902,1,1,WCMB,1063990
Y,N,59.98999023,1,1,WCMB,1063991
Y,N,59.98999023,1,1,WCMB,1063992
Y,R,29.98999023,3,3,WCMB,1063993
Y,N,199.9899902,1,1,WCMB,1063994
Y,N,59.98999023,2,1,WCMB,1063995
Y,R,29.98999023,2,2,WCMB,1063996
Y,N,149.9899902,1,1,WCMB,1063997
Y,N,59.98999023,1,1,WCMB,1063998
N,R,79.98999023,5,3,WCMB,1063999
Y,N,59.98999023,2,1,WCMB,1064000
Y,N,79.98999023,1,1,WCMB,1064001
Y,N,149.9899902,2,2,WCMB,1064002
Y,N,149.9899902,1,1,WCMB,1064003
Y,N,149.9899902,2,2,WCMB,1064004
Y,N,79.98999023,1,1,WCMB,1064005
N,R,79.98999023,2,2,WCMB,1064006
N,N,129.9899902,1,1,WCMB,1064007
Y,R,99.98999023,3,1,WCMB,1064008
Y,R,129.9899902,2,2,WCMB,1064009
N,N,129.9899902,1,1,WCMB,1064010
N,R,9.989997864,1,1,NA,1064011
Y,N,149.9899902,4,4,WCMB,1064012
U,N,,3,3,UNKW,1064013
N,N,29.98999023,1,1,WC,1064014
Y,N,149.9899902,2,2,WCMB,1064015
Y,N,79.98999023,1,1,WCMB,1064016
Y,N,149.9899902,2,2,WCMB,1064017
N,R,9.989997864,1,1,NA,1064018
Y,N,149.9899902,1,1,WCMB,1064019
N,N,129.9899902,1,1,WCMB,1064020
Y,N,199.9899902,1,1,WCMB,1064021
N,N,129.9899902,2,1,WCMB,1064022
Y,N,129.9899902,1,1,WCMB,1064023
Y,N,149.9899902,1,1,WCMB,1064024
Y,N,199.9899902,1,1,WCMB,1064025
Y,N,79.98999023,1,1,WCMB,1064026
N,R,9.989997864,3,3,WCMB,1064027
Y,N,149.9899902,1,1,WCMB,1064028
Y,R,29.98999023,4,2,WCMB,1064029
Y,N,149.9899902,2,2,WCMB,1064030
Y,N,59.98999023,2,2,WCMB,1064031
Y,N,149.9899902,1,1,WCMB,1064032
Y,N,129.9899902,1,1,WCMB,1064033
N,N,29.98999023,1,1,WC,1064034
Y,N,149.9899902,1,1,WCMB,1064035
Y,N,149.9899902,1,1,WCMB,1064036
Y,N,79.98999023,1,1,WCMB,1064037
Y,N,59.98999023,1,1,WCMB,1064038
N,N,129.9899902,1,1,WCMB,1064039
Y,N,149.9899902,1,1,WCMB,1064040
Y,N,59.98999023,1,1,WCMB,1064041
Y,N,79.98999023,1,1,WCMB,1064042
Y,N,59.98999023,1,1,WCMB,1064043
N,N,129.9899902,1,1,WCMB,1064044
Y,N,199.9899902,1,1,WCMB,1064045
Y,N,59.98999023,1,1,WCMB,1064046
Y,N,149.9899902,1,1,WCMB,1064047
Y,N,79.98999023,1,1,WCMB,1064048
Y,N,149.9899902,2,2,WCMB,1064049
Y,N,59.98999023,1,1,WCMB,1064050
Y,N,79.98999023,2,1,WCMB,1064051
Y,N,79.98999023,3,1,WCMB,1064052
T,N,99.98999023,2,2,WCMB,1064053
Y,N,199.9899902,2,2,WCMB,1064054
Y,N,199.9899902,1,1,WCMB,1064055
Y,N,79.98999023,1,1,WCMB,1064056
Y,R,29.98999023,2,2,WCMB,1064057
Y,N,149.9899902,2,1,WCMB,1064058
Y,N,59.98999023,1,1,WCMB,1064059
Y,N,149.9899902,1,1,WCMB,1064060
N,N,129.9899902,1,1,WCMB,1064061
Y,N,149.9899902,2,2,WCMB,1064062
Y,R,29.98999023,2,2,WCMB,1064063
N,N,129.9899902,2,2,WCMB,1064064
Y,N,199.9899902,1,1,WCMB,1064065
Y,N,199.9899902,1,1,WCMB,1064066
Y,N,29.98999023,1,1,WC,1064067
Y,N,149.9899902,1,1,WCMB,1064068
N,R,9.989997864,1,1,WCMB,1064069
Y,N,199.9899902,2,2,WCMB,1064070
Y,N,199.9899902,1,1,WCMB,1064071
N,R,9.989997864,6,4,WCMB,1064072
Y,N,199.9899902,1,1,WCMB,1064073
Y,R,9.989997864,2,2,WC,1064074
Y,N,59.98999023,1,1,WCMB,1064075
Y,N,129.9899902,1,1,WCMB,1064076
Y,N,199.9899902,1,1,WCMB,1064077
U,N,,3,3,UNKW,1064078
Y,R,9.989997864,1,1,NA,1064079
Y,N,199.9899902,2,1,WCMB,1064080
Y,N,149.9899902,1,1,WCMB,1064081
Y,N,149.9899902,1,1,WCMB,1064082
Y,N,149.9899902,2,1,WCMB,1064083
N,R,29.98999023,2,1,WC,1064084
Y,N,149.9899902,1,1,WCMB,1064085
Y,R,79.98999023,2,2,WCMB,1064086
Y,R,99.98999023,1,1,WCMB,1064087
Y,N,149.9899902,2,1,WCMB,1064088
Y,N,199.9899902,1,1,WCMB,1064089
Y,N,79.98999023,1,1,WCMB,1064090
Y,N,129.9899902,1,1,WCMB,1064091
Y,N,149.9899902,1,1,WCMB,1064092
Y,N,79.98999023,1,1,WCMB,1064093
N,N,,3,3,WC,1064094
Y,R,99.98999023,2,2,WCMB,1064095
Y,N,129.9899902,2,1,WCMB,1064096
T,N,99.98999023,3,3,WCMB,1064097
Y,N,149.9899902,2,2,WCMB,1064098
Y,N,199.9899902,3,2,WCMB,1064099
Y,N,129.9899902,3,2,WCMB,1064100
Y,N,29.98999023,1,1,WC,1064101
Y,N,149.9899902,1,1,WCMB,1064102
Y,R,99.98999023,1,1,WCMB,1064103
Y,R,79.98999023,3,3,WCMB,1064104
N,N,129.9899902,1,1,WCMB,1064105
Y,N,59.98999023,1,1,WCMB,1064106
Y,N,199.9899902,2,1,WCMB,1064107
T,N,199.9899902,2,2,WCMB,1064108
Y,N,199.9899902,1,1,WCMB,1064109
Y,N,199.9899902,2,2,WCMB,1064110
Y,N,199.9899902,1,1,WCMB,1064111
Y,N,199.9899902,1,1,WCMB,1064112
Y,N,149.9899902,1,1,WCMB,1064113
Y,R,29.98999023,3,2,WCMB,1064114
Y,N,199.9899902,2,2,WCMB,1064115
Y,N,149.9899902,1,1,WCMB,1064116
Y,N,149.9899902,2,2,WCMB,1064117
Y,N,199.9899902,3,2,WCMB,1064118
Y,N,129.9899902,1,1,WCMB,1064119
N,R,9.989997864,1,1,NA,1064120
Y,R,99.98999023,2,2,WCMB,1064121
Y,N,129.9899902,1,1,WCMB,1064122
Y,N,199.9899902,1,1,WCMB,1064123
Y,N,29.98999023,1,1,NA,1064124
Y,N,149.9899902,1,1,WCMB,1064125
Y,N,79.98999023,1,1,WCMB,1064126
Y,N,129.9899902,1,1,WCMB,1064127
T,N,99.98999023,2,2,WCMB,1064128
Y,N,59.98999023,3,2,WCMB,1064129
Y,N,149.9899902,1,1,WCMB,1064130
Y,N,149.9899902,2,2,WCMB,1064131
Y,N,79.98999023,1,1,WCMB,1064132
Y,R,29.98999023,1,1,WCMB,1064133
Y,R,99.98999023,2,2,WCMB,1064134
Y,N,79.98999023,1,1,WCMB,1064135
Y,N,129.9899902,1,1,WCMB,1064136
Y,N,149.9899902,6,3,WCMB,1064137
Y,R,99.98999023,3,2,WCMB,1064138
Y,R,129.9899902,2,2,WCMB,1064139
Y,N,59.98999023,1,1,WCMB,1064140
N,N,129.9899902,2,2,WCMB,1064141
Y,N,199.9899902,1,1,WCMB,1064142
Y,N,149.9899902,1,1,WCMB,1064143
Y,N,29.98999023,1,1,WC,1064144
Y,N,59.98999023,3,2,WCMB,1064145
Y,N,59.98999023,2,2,WCMB,1064146
Y,N,149.9899902,2,2,WCMB,1064147
Y,N,129.9899902,1,1,WCMB,1064148
N,R,9.989997864,1,1,WC,1064149
Y,R,99.98999023,2,2,WCMB,1064150
Y,N,199.9899902,1,1,WCMB,1064151
N,N,129.9899902,1,1,WCMB,1064152
Y,N,129.9899902,1,1,WCMB,1064153
Y,R,29.98999023,5,4,WCMB,1064154
T,N,99.98999023,2,2,WCMB,1064155
Y,N,79.98999023,1,1,WCMB,1064156
Y,N,59.98999023,1,1,WCMB,1064157
Y,N,149.9899902,1,1,WCMB,1064158
Y,R,29.98999023,2,2,WCMB,1064159
Y,R,9.989997864,3,3,WC,1064160
Y,N,199.9899902,3,3,WCMB,1064161
Y,N,79.98999023,1,1,WCMB,1064162
Y,N,149.9899902,1,1,WCMB,1064163
Y,N,199.9899902,5,2,WCMB,1064164
Y,N,29.98999023,1,1,WC,1064165
Y,N,29.98999023,1,1,WC,1064166
Y,N,149.9899902,1,1,WCMB,1064167
Y,N,199.9899902,2,1,WCMB,1064168
Y,N,59.98999023,1,1,WCMB,1064169
Y,N,199.9899902,1,1,WCMB,1064170
N,R,9.989997864,1,1,WCMB,1064171
Y,N,199.9899902,1,1,WCMB,1064172
Y,N,149.9899902,1,1,WCMB,1064173
Y,N,59.98999023,1,1,WCMB,1064174
Y,N,149.9899902,1,1,WCMB,1064175
N,N,29.98999023,1,1,WC,1064176
Y,N,59.98999023,1,1,WCMB,1064177
Y,N,149.9899902,1,1,WCMB,1064178
N,N,129.9899902,1,1,WCMB,1064179
Y,N,199.9899902,1,1,WCMB,1064180
Y,N,149.9899902,1,1,WCMB,1064181
N,N,29.98999023,3,2,NA,1064182
Y,N,199.9899902,1,1,WCMB,1064183
Y,N,29.98999023,1,1,NA,1064184
Y,N,149.9899902,1,1,WCMB,1064185
Y,N,129.9899902,1,1,WCMB,1064186
Y,R,99.98999023,2,2,WCMB,1064187
Y,N,59.98999023,1,1,WCMB,1064188
Y,N,199.9899902,3,3,WCMB,1064189
Y,N,199.9899902,1,1,WCMB,1064190
N,N,29.98999023,1,1,WCMB,1064191
Y,N,199.9899902,2,2,WCMB,1064192
Y,N,199.9899902,1,1,WCMB,1064193
Y,N,149.9899902,2,2,WCMB,1064194
Y,N,199.9899902,1,1,WCMB,1064195
N,N,129.9899902,1,1,WCMB,1064196
Y,N,149.9899902,1,1,WCMB,1064197
Y,R,29.98999023,2,2,WCMB,1064198
Y,N,149.9899902,1,1,WCMB,1064199
N,N,79.98999023,1,1,WCMB,1064200
Y,N,149.9899902,1,1,WCMB,1064201
Y,R,99.98999023,1,1,WCMB,1064202
Y,N,149.9899902,1,1,WCMB,1064203
Y,N,59.98999023,1,1,WCMB,1064204
Y,N,129.9899902,1,1,WCMB,1064205
Y,N,79.98999023,1,1,WCMB,1064206
T,R,59.98999023,2,2,WCMB,1064207
Y,N,149.9899902,1,1,WCMB,1064208
Y,N,149.9899902,2,2,WCMB,1064209
Y,N,149.9899902,1,1,WCMB,1064210
Y,N,149.9899902,1,1,WCMB,1064211
T,R,239.9899902,3,2,WCMB,1064212
Y,N,149.9899902,1,1,WCMB,1064213
Y,N,199.9899902,1,1,WCMB,1064214
N,N,29.98999023,1,1,WCMB,1064215
Y,R,129.9899902,2,2,WCMB,1064216
Y,R,99.98999023,2,2,WCMB,1064217
Y,N,129.9899902,1,1,WCMB,1064218
Y,N,129.9899902,2,2,WCMB,1064219
Y,N,199.9899902,1,1,WCMB,1064220
Y,N,59.98999023,1,1,WCMB,1064221
Y,N,59.98999023,1,1,WCMB,1064222
Y,N,199.9899902,2,2,WCMB,1064223
Y,N,149.9899902,1,1,WCMB,1064224
Y,N,129.9899902,1,1,WCMB,1064225
N,N,29.98999023,1,1,WC,1064226
Y,N,79.98999023,1,1,WCMB,1064227
Y,N,29.98999023,1,1,WC,1064228
Y,N,199.9899902,1,1,WCMB,1064229
Y,N,149.9899902,1,1,WCMB,1064230
Y,N,59.98999023,2,1,WCMB,1064231
Y,N,59.98999023,2,2,WCMB,1064232
Y,R,99.98999023,2,2,WCMB,1064233
N,N,129.9899902,1,1,WCMB,1064234
Y,N,199.9899902,1,1,WCMB,1064235
Y,N,59.98999023,1,1,WCMB,1064236
Y,N,149.9899902,1,1,WCMB,1064237
Y,N,59.98999023,1,1,WCMB,1064238
N,N,129.9899902,1,1,WCMB,1064239
Y,N,79.98999023,1,1,WCMB,1064240
N,R,39.98999023,7,5,WC,1064241
Y,R,29.98999023,2,2,WCMB,1064242
Y,N,199.9899902,1,1,WCMB,1064243
Y,N,149.9899902,1,1,WCMB,1064244
Y,N,149.9899902,1,1,WCMB,1064245
Y,N,199.9899902,1,1,WCMB,1064246
Y,N,149.9899902,1,1,WCMB,1064247
Y,N,199.9899902,1,1,WCMB,1064248
Y,N,79.98999023,1,1,WCMB,1064249
Y,N,79.98999023,2,2,WCMB,1064250
N,N,129.9899902,1,1,WCMB,1064251
Y,N,79.98999023,2,1,WCMB,1064252
Y,N,59.98999023,1,1,WCMB,1064253
Y,N,59.98999023,2,2,WCMB,1064254
Y,N,59.98999023,1,1,WCMB,1064255
Y,N,149.9899902,2,2,WCMB,1064256
Y,N,149.9899902,1,1,WCMB,1064257
Y,N,79.98999023,1,1,WCMB,1064258
Y,N,149.9899902,1,1,WCMB,1064259
Y,N,199.9899902,1,1,WCMB,1064260
Y,N,29.98999023,1,1,WC,1064261
Y,N,199.9899902,1,1,WCMB,1064262
Y,N,59.98999023,1,1,WCMB,1064263
Y,N,79.98999023,1,1,WCMB,1064264
Y,N,199.9899902,1,1,WCMB,1064265
Y,N,149.9899902,1,1,WCMB,1064266
Y,N,129.9899902,1,1,WCMB,1064267
Y,N,59.98999023,1,1,WCMB,1064268
Y,N,149.9899902,3,1,WCMB,1064269
N,N,29.98999023,1,1,NA,1064270
Y,R,99.98999023,2,2,WCMB,1064271
Y,R,99.98999023,2,1,WCMB,1064272
Y,N,,1,1,UNKW,1064273
Y,N,,1,1,UNKW,1064274
Y,R,9.989997864,2,2,WC,1064275
Y,N,149.9899902,1,1,WCMB,1064276
Y,N,29.98999023,1,1,WC,1064277
Y,N,,1,1,UNKW,1064278
Y,R,99.98999023,2,2,WCMB,1064279
Y,N,59.98999023,1,1,WCMB,1064280
Y,N,79.98999023,1,1,WCMB,1064281
N,N,29.98999023,1,1,WC,1064282
N,N,29.98999023,1,1,NA,1064283
Y,N,149.9899902,1,1,WCMB,1064284
Y,N,149.9899902,1,1,WCMB,1064285
N,N,29.98999023,1,1,WCMB,1064286
Y,N,29.98999023,1,1,WC,1064287
Y,N,149.9899902,1,1,WCMB,1064288
N,N,29.98999023,1,1,WCMB,1064289
Y,N,149.9899902,1,1,WCMB,1064290
N,N,59.98999023,1,1,WC,1064291
N,N,29.98999023,1,1,WC,1064292
Y,N,59.98999023,1,1,WCMB,1064293
Y,N,79.98999023,1,1,WCMB,1064294
N,N,29.98999023,1,1,NA,1064295
Y,N,149.9899902,1,1,WCMB,1064296
Y,N,59.98999023,1,1,WCMB,1064297
N,N,29.98999023,1,1,NA,1064298
Y,N,79.98999023,1,1,WCMB,1064299
N,N,29.98999023,1,1,NA,1064300
Y,N,149.9899902,1,1,WCMB,1064301
Y,N,79.98999023,1,1,WCMB,1064302
Y,N,59.98999023,1,1,WCMB,1064303
N,N,29.98999023,1,1,WCMB,1064304
N,N,29.98999023,2,2,NA,1064305
Y,R,99.98999023,2,2,WCMB,1064306
Y,N,79.98999023,1,1,WCMB,1064307
Y,N,149.9899902,1,1,WCMB,1064308
Y,N,149.9899902,1,1,WCMB,1064309
N,N,29.98999023,1,1,WCMB,1064310
N,N,,2,1,WC,1064311
N,N,,4,2,WC,1064312
Y,N,149.9899902,1,1,WCMB,1064313
Y,N,149.9899902,1,1,WCMB,1064314
Y,N,29.98999023,1,1,NA,1064315
N,N,29.98999023,1,1,NA,1064316
Y,N,79.98999023,2,1,WCMB,1064317
Y,N,149.9899902,1,1,WCMB,1064318
Y,N,149.9899902,1,1,WCMB,1064319
N,N,29.98999023,1,1,NA,1064320
Y,N,149.9899902,1,1,WCMB,1064321
N,N,29.98999023,1,1,NA,1064322
Y,N,149.9899902,2,2,WCMB,1064323
Y,R,99.98999023,2,2,WCMB,1064324
N,N,129.9899902,2,2,WCMB,1064325
Y,N,,1,1,UNKW,1064326
Y,N,149.9899902,2,2,WCMB,1064327
Y,N,149.9899902,1,1,WCMB,1064328
Y,N,29.98999023,1,1,NA,1064329
Y,R,99.98999023,2,2,WCMB,1064330
Y,N,,1,1,UNKW,1064331
Y,N,59.98999023,2,2,WCMB,1064332
Y,N,199.9899902,1,1,WCMB,1064333
Y,N,149.9899902,1,1,WCMB,1064334
Y,N,79.98999023,1,1,WCMB,1064335
N,N,29.98999023,1,1,WC,1064336
Y,R,29.98999023,3,2,WCMB,1064337
N,N,29.98999023,1,1,NA,1064338
Y,N,149.9899902,2,2,WCMB,1064339
N,N,29.98999023,1,1,NA,1064340
Y,N,149.9899902,1,1,WCMB,1064341
Y,N,149.9899902,3,2,WCMB,1064342
Y,N,,1,1,UNKW,1064343
Y,N,149.9899902,2,2,WCMB,1064344
N,N,29.98999023,1,1,NA,1064345
N,N,29.98999023,1,1,NA,1064346
Y,N,149.9899902,1,1,WCMB,1064347
N,N,29.98999023,1,1,NA,1064348
Y,N,149.9899902,1,1,WCMB,1064349
N,N,29.98999023,1,1,WCMB,1064350
Y,N,149.9899902,1,1,WCMB,1064351
N,N,29.98999023,2,2,NA,1064352
Y,N,149.9899902,1,1,WCMB,1064353
Y,N,59.98999023,2,2,WCMB,1064354
Y,N,79.98999023,1,1,WCMB,1064355
Y,N,59.98999023,1,1,WCMB,1064356
N,N,29.98999023,1,1,NA,1064357
Y,N,149.9899902,1,1,WCMB,1064358
Y,N,149.9899902,1,1,WCMB,1064359
Y,N,59.98999023,1,1,WCMB,1064360
Y,N,29.98999023,1,1,NA,1064361
Y,N,29.98999023,1,1,WC,1064362
Y,N,149.9899902,1,1,WCMB,1064363
Y,N,59.98999023,2,2,WCMB,1064364
N,N,29.98999023,1,1,NA,1064365
Y,N,,1,1,UNKW,1064366
Y,N,149.9899902,1,1,WCMB,1064367
Y,N,149.9899902,2,2,WCMB,1064368
N,N,29.98999023,1,1,WCMB,1064369
